docname,from,to,pre,keyword,post,pattern
doc_2933,212,212,at det skal stilles strenge milj<c3><b8>krav og at,klimagassutslippet,skal v<c3><a6>re vesentlig lavere enn i et referanseprosjekt,klima*
doc_2934,214,214,leverand<c3><b8>rutvikling Dette forslaget er viktig n<c3><a5>r det gjelder,klima,og milj<c3><b8>utvikling innen bygg hvor vi n<c3><a5> har,klima*
doc_2934,239,239,s<c3><b8>rge for at vi f<c3><a5>r ytterligere fart p<c3><a5>,klima,og milj<c3><b8>utviklingen n<c3><a5>r nye bygg skal settes opp,klima*
doc_2935,121,121,bli et utstillingsvindu for norsk teknologi og norske,klimavennlige,byggel<c3><b8>sninger I representantforslaget pekes det p<c3><a5> at det,klima*
doc_2935,426,426,bl.a at det skal legges s<c3><a6>rskilt vekt p<c3><a5>,klima,og milj<c3><b8>fotavtrykket til materialene som benyttes i byggingen,klima*
doc_2936,279,279,at dette bygget ogs<c3><a5> fyller h<c3><b8>ye milj<c3><b8> og,klimakrav,Det m<c3><a5> bli et ledende eksempel som saksordf<c3><b8>reren,klima*
doc_2936,335,335,og fremme forslag om tallfesting av m<c3><a5>l for,klimagassreduksjon,for prosjektet Det er viktig for Statsbygg og,klima*
doc_2938,168,168,signalbygg og en drivkraft for <c3><a5> bygge optimalt,klimavennlig,At Stortinget p<c3><a5> denne m<c3><a5>ten har engasjert seg,klima*
doc_2939,36,36,hensyn <c3><a5> ta Det skal lages et helhetlig,klimabudsjett,for regjeringskvartalet <e2><80><93> fra materialer til bygging transport,klima*
doc_2939,53,53,og energibruk n<c3><a5>r bygget s<c3><a5> er i drift,Klimagassutslippene,skal v<c3><a6>re s<c3><a5> lave som mulig hele veien,klima*
doc_2939,70,70,i prosjektets livsl<c3><b8>p Statsbygg utarbeider f<c3><b8>rste utgave av,klimagassregnskapet,i forbindelse med reguleringsplanarbeidet og det viser at,klima*
doc_2939,225,225,vil kunne markere Norge som en milj<c3><b8> og,klimabevisst,nasjon Prosjekt nytt regjeringskvartal vil ogs<c3><a5> kunne v<c3><a6>re,klima*
doc_2940,212,212,regjeringskvartalet Det andre er at tre er et,klimamessig,veldig fordelaktig materiale S<c3><a5> n<c3><a5>r vi b<c3><a5>de kan,klima*
doc_2940,229,229,skape arbeidsplasser verdiskaping og industri og samtidig f<c3><a5>,klimavennlige,l<c3><b8>sninger er det en veldig god l<c3><b8>sning for,klima*
doc_2941,148,148,Det andre er <c3><a5> f<c3><a5> satt tydelige nok,klimam<c3><a5>l,for prosjektene som staten er eier av og,klima*
doc_2941,164,164,og byggherre for og som Statsbygg har Statsbyggs,klima,og milj<c3><b8>m<c3><a5>l er altfor vage Det er viktig,klima*
doc_2941,334,334,og v<c3><a6>re de aller fremste n<c3><a5>r det gjelder,klimagassreduksjon,og minst mulig negativ milj<c3><b8>p<c3><a5>virkning Her har vi,klima*
doc_2942,202,202,<c3><a5> be om <c3><a5> f<c3><a5> tallfestede m<c3><a5>l for,klimagassutslipp,nettopp fordi man skal kunne bygge p<c3><a5> dette,klima*
doc_2942,377,377,og som i tillegg er en seier for,klima,og milj<c3><b8> Det at denne salen i dag,klima*
doc_2943,83,83,det ikke v<c3><a6>re noen tvil om at det,klimaavtrykket,for <c3><a5> bruke det uttrykket som Venstre kommer,klima*
doc_2944,126,126,p<c3><a5> ambisjonsniv<c3><a5>et n<c3><a5>r det gjelder b<c3><a5>de tre og,klima,,klima*
doc_2946,67,67,v<c3><a6>re p<c3><a5>driver n<c3><a5>r det gjelder <c3><a5> f<c3><a5> ned,klimagassutslippene,i hele fasen Der er jo saken n<c3><a5>,klima*
doc_2946,96,96,man fremme forslag til tallfesting av m<c3><a5>l for,klimagassreduksjon,for prosjektet Det er et veldig viktig punkt,klima*
doc_2946,140,140,best i konkurransen hvis de er best p<c3><a5>,klima,Er ikke statsr<c3><a5>den enig i det,klima*
doc_2948,285,285,by Byene er med p<c3><a5> <c3><a5> redusere nasjoners,klimagassutslipp,Vi m<c3><a5> bygge smarte byer Vi m<c3><a5> fortette,klima*
doc_2950,50,50,internasjonale spenningar samtidig som terrorangrepa har blitt fleire,Klimaendringane,skapar <c3><b2>g st<c3><b8>rre utfordringar for samfunnstryggleiken Stabil og,klima*
doc_2950,66,66,og langsiktig mat og vasstilf<c3><b8>rsel kan rammast av,klimaendringane,og meir usikre internasjonale forhold Eg meiner det,klima*
doc_2952,124,124,uoversiktlig og utfordrende <e2><80><93> det v<c3><a6>re seg endret,klima,internasjonal uro terrorproblematikk mat og vann og mange,klima*
doc_2955,476,476,vi ogs<c3><a5> gj<c3><b8>re Men det blir som i,klimapolitikken,Hvis vi skal sitte og vente p<c3><a5> at,klima*
doc_2955,557,557,mer b<c3><a5>de nasjonalt og internasjonalt ikke bare p<c3><a5>,klimaomr<c3><a5>det,men ogs<c3><a5> p<c3><a5> skatteomr<c3><a5>det Vi m<c3><a5> jobbe for,klima*
doc_2968,168,168,b<c3><a5>de fangstpress fra mennesker predatorer som skarv og,klimatiske,forhold p<c3><a5>virker bestandens styrke Det er mer usikkert,klima*
doc_2969,189,189,vi ikke er herre over Det kan v<c3><a6>re,klimaendringer,det kan v<c3><a6>re forurensninger det kan v<c3><a6>re andre,klima*
doc_2971,66,66,ikke se at han har noen vinklinger p<c3><a5>,klimam<c3><a5>l,eller vekstm<c3><a5>l <e2><80><93> f.eks for trafikken <e2><80><93> ingenting,klima*
doc_2972,470,470,utslipp for nybilparken Det er gram lavere enn,klimaforliket,Det oppn<c3><a5>dde vi i og det er tre,klima*
doc_2972,481,481,vi i og det er tre <c3><a5>r f<c3><b8>r,klimaforliket,Og hvis en sitter i k<c3><b8> i timevis,klima*
doc_2972,498,498,hver dag er heller ikke det noen god,klimapolitikk,,klima*
doc_2973,353,353,n<c3><a5>r det gjelder transport og n<c3><a5>r det gjelder,klimagassutslipp,De siste alarmerende meldingene fra Arktis kom i,klima*
doc_2973,430,430,Sotrasambandet <e2><80><93> mellom alle disse enkeltsakene og den,klimatrusselen,vi st<c3><a5>r overfor Jeg ber om at alle,klima*
doc_2974,61,61,vinter V<c3><a5>rflom er ikke uvanlig i Norge men,klimaendringer,<e2><80><93> med ekstremv<c3><a6>r som kraftigere og hyppigere styrtregn,klima*
doc_2975,151,151,trekkje USA ut av den veldig viktige Paris-avtalen,klimaavtalen,USA har under denne administrasjonen <c3><b2>g hoppa av,klima*
doc_2978,20,20,Karbonfangst og lagring er v<c3><a5>rt viktigste enkelttiltak p<c3><a5>,klimaomr<c3><a5>det,B<c3><a5>de i Europa og i verden for <c3><b8>vrig,klima*
doc_2978,72,72,vi at regjeringen n<c3><a5> skulle opp til sin,klimaeksamen,Vi anerkjenner at regjeringen m<c3><b8>tte opp Vi anser,klima*
doc_2979,17,17,CCS er ett av mange viktige tiltak innenfor,klimaarbeidet,Det er uttalt av mange fra internasjonalt hold,klima*
doc_2979,30,30,mange fra internasjonalt hold b<c3><a5>de IEA og FNs,klimapanel,at CCS er en mulighet for <c3><a5> holde,klima*
doc_2980,13,13,Jeg tillater meg <c3><a5> stille f<c3><b8>lgende sp<c3><b8>rsm<c3><a5>l til,klima,og milj<c3><b8>ministeren <c2><ab> <c3><85> bygge ut dagens lov,klima*
doc_2980,50,50,opp de av overvannsutvalgets forslag som sorterer under,Klima,og milj<c3><b8>departementet Et slikt lovarbeid vil bidra til,klima*
doc_2981,4,4,Statsr<c3><a5>d Ola Elvestuen,Klimaendringene,vil f<c3><b8>re til stadig mer ekstremnedb<c3><b8>r og behov,klima*
doc_2981,81,81,Lovendringene ber<c3><b8>rer flere departementer og arbeidet ledes av,Klima,og milj<c3><b8>departementet Overvann er ikke entydig Det er,klima*
doc_2982,110,110,og skred i <c3><a5>rene som kommer knyttet til,klimaendringer,S<c3><a5> er det viktig <c3><a5> understreke at v<c3><a5>rflommen,klima*
doc_2985,77,77,at vi m<c3><a5> tilpasse oss ei verkelegheit der,klimatilpassing,blir meir viktig Ein av dei ideane som,klima*
doc_2985,100,100,<c3><a5> klare det er <c3><a5> f<c3><a5> til eit,klimatilpassingssenter,i Sogn og Fjordane <e2><80><93> der ein pr<c3><b8>ver,klima*
doc_2986,38,38,annet Vi st<c3><a5>r overfor nye utfordringer knyttet til,klimaendringer,og flom og skredsituasjoner Vi ser spesielt at,klima*
doc_2987,38,38,skredsituasjonen basert p<c3><a5> at vi har endringer i,klimaet,som jeg refererte til tidligere Vi vil selvf<c3><b8>lgelig,klima*
doc_2988,136,136,over flere m<c3><a5>neder ogs<c3><a5> har skapt et vanskelig,klima,for n<c3><a6>ringsliv som p<c3><a5> ulike m<c3><a5>ter <c3><b8>nsker <c3><a5>,klima*
doc_2989,136,136,glimrende anledning for s<c3><a5>kalt bio-CCS alts<c3><a5> ikke bare,kliman<c3><b8>ytralt,men klimapositivt Sp<c3><b8>rsm<c3><a5>let er Hvorfor vil ikke statsr<c3><a5>den,klima*
doc_2989,138,138,for s<c3><a5>kalt bio-CCS alts<c3><a5> ikke bare kliman<c3><b8>ytralt men,klimapositivt,Sp<c3><b8>rsm<c3><a5>let er Hvorfor vil ikke statsr<c3><a5>den skape forutsigbarhet,klima*
doc_2990,37,37,disse infrastrukturinvesteringene b<c3><a5>de for <c3><a5> kutte mest mulig,klimagassutslipp,og for <c3><a5> sikre best mulig l<c3><b8>nnsomhet p<c3><a5>,klima*
doc_2990,70,70,per lagret tonn CO og desto st<c3><b8>rre blir,klimaeffekten,Hvordan vil statsr<c3><a5>den sikre at vi f<c3><a5>r skalaeffekter,klima*
doc_2991,37,37,utover Der er b<c3><a5>de Det internasjonale energibyr<c3><a5>et FNs,klimapanel,og andre akt<c3><b8>rer enige Vi jobber n<c3><a5> med,klima*
doc_2993,21,21,slik at han bekrefter at blant selvf<c3><b8>lgelig mange,klimatiltak,st<c3><a5>r dette helt sentralt og at det er,klima*
doc_2994,52,52,i gang Jeg tolker statsr<c3><a5>den ogs<c3><a5> slik at,Klima,og milj<c3><b8>departementet har en koordinerende rolle i dette,klima*
doc_2995,2001,2001,og EU har forpliktet seg til <c3><a5> redusere,klimagassutslippene,med minst pst innen Innfasing av ny teknologi,klima*
doc_2995,2041,2041,mellom land i EU-rammeverket for <c3><a5> oppfylle v<c3><a5>re,klimaforpliktelser,i ikke-kvotepliktig sektor Samtidig har vi en ambisjon,klima*
doc_2995,2103,2103,er <c3><a5> bli enige om en avtale f<c3><b8>r,klimatoppm<c3><b8>tet,COP24 i Polen i desember i <c3><a5>r Regjeringa,klima*
doc_2995,3319,3319,v<c3><a5>re energiressurser EUs energipolitikk henger tett sammen med,klimapolitikken,Energiforsyningen i EU er den st<c3><b8>rste kilden til,klima*
doc_2995,3328,3328,Energiforsyningen i EU er den st<c3><b8>rste kilden til,klimagassutslipp,EUs energipolitikk har som hovedm<c3><a5>l <c3><a5> fremme en,klima*
doc_2995,3805,3805,v<c3><a6>re digitalisering og gr<c3><b8>nn teknologi det kan v<c3><a6>re,klima,og milj<c3><b8> eller det kan v<c3><a6>re energi og,klima*
doc_2999,189,189,skal <c3><b2>g trenast i <c3><a5> fly i dette,klimaet,og i denne topografien Me veit at NH90,klima*
doc_3000,125,125,de uttalelsene som er kommet inn Det er,Klima,og milj<c3><b8>departementet og Olje og energidepartementet som har,klima*
doc_3006,391,391,multilaterale avtaler <e2><80><93> som Parisavtalen om v<c3><a5>rt felles,klima,Da m<c3><a5> Europa ta et st<c3><b8>rre globalt ansvar,klima*
doc_3007,356,356,n<c3><a5>r det gjelder globale problemer som migrasjonspress og,klimaendringer,Mindre mektige stater er avhengige av at multilaterale,klima*
doc_3009,339,339,<c3><a5> l<c3><b8>se som Norge ikke kan h<c3><a5>ndtere isolert,klima,og milj<c3><b8> velferdsordninger under press og sosial ulikhet,klima*
doc_3010,155,155,er viktig for oss f.eks i forskningssamarbeidet i,klimasamarbeidet,og i arbeidet for en mer sosial dimensjon,klima*
doc_3012,168,168,har vi imidlertid f<c3><a5>tt mange eksempler p<c3><a5> P<c3><a5>,klimafeltet,f.eks har Norge innenfor jord og skogbruk andre,klima*
doc_3012,190,190,EU For Norge handler ikke dette bare om,klima,det handler like mye om beredskap ressursutnyttelse det,klima*
doc_3012,209,209,og distriktspolitikk De forutsetninger som EU bygger sin,klimapolitikk,for jord og skog p<c3><a5> finnes enkelt sagt,klima*
doc_3012,269,269,norske interesser innenfor skogbrukssektoren slik flertallet p<c3><a5>peker i,klimameldingen,Dersom regjeringen mener at skogen er en viktig,klima*
doc_3012,319,319,skogbruket i stand til <c3><a5> v<c3><a6>re n<c3><b8>kkelen i,klimapolitikken,framover Her m<c3><a5> man f<c3><b8>lge opp i praksis,klima*
doc_3012,468,468,h<c3><a5>per derfor at regjeringen merker seg flertallsmerknadene i,klimameldingen,n<c3><a5>r det gjelder skogbruket og s<c3><b8>rger for <c3><a5>,klima*
doc_3013,316,316,er positiv til <c3><a5> gj<c3><b8>re den avtalen om,klimasamarbeid,som Norge inng<c3><a5>r med EU til del av,klima*
doc_3013,377,377,fra forpliktelser istedenfor <c3><a5> f<c3><b8>re en sterk egen,klimapolitikk,Men ved <c3><a5> gj<c3><b8>re klimaavtalen til del av,klima*
doc_3013,382,382,en sterk egen klimapolitikk Men ved <c3><a5> gj<c3><b8>re,klimaavtalen,til del av E<c3><98>S-avtalen risikerer vi i tillegg,klima*
doc_3013,439,439,trengs en stor og egen debatt om hvorvidt,klimaavtalen,eventuelt skal bli del av E<c3><98>S,klima*
doc_3015,84,84,overfor Vi skal omstille norsk <c3><b8>konomi oppfylle Norges,klimaforpliktelser,skape et inkluderende arbeidsliv sikre gode velferdsordninger redusere,klima*
doc_3016,331,331,reflektere over hva det betyr hvis en knytter,klimaavtalen,som vi skal ha med EU til E<c3><98>S,klima*
doc_3017,219,219,tids st<c3><b8>rste utfordringer som er knyttet til demokrati,klima,migrasjon og opprettholdelsen av v<c3><a5>re felles europeiske verdier,klima*
doc_3018,235,235,vi alle er opptatt av f.eks <c3><a5> bekjempe,klimatrusselen,<c3><a5> m<c3><b8>te migrasjonsstr<c3><b8>mmene <c3><a5> opprettholde et felles rammeverk,klima*
doc_3018,293,293,med unntak av Kina som i bekjempelsen av,klimaproblemene,gj<c3><b8>r en innsats som g<c3><a5>r litt under radaren,klima*
doc_3019,119,119,sterke og fredelige demokratier og verdens mest ambisi<c3><b8>se,klimapolitikk,har gitt mindre utslipp og mer fornybar energi,klima*
doc_3019,243,243,resultater p<c3><a5> s<c3><a5> mange omr<c3><a5>der La oss ta,klimautfordringen,som eksempel Utslippene g<c3><a5>r ned Det betyr ikke,klima*
doc_3020,14,14,saken Biogass er en sv<c3><a6>rt viktig del av,klimal<c3><b8>sningen,Derfor har det v<c3><a6>rt gledelig <c3><a5> se engasjementet,klima*
doc_3020,70,70,erstatning for fossile brensler bidrar til <c3><a5> kutte,klimagassutslippene,i sektorene hvor gassen brukes Biogass i transportsektoren,klima*
doc_3020,247,247,hovedingrediensene Som mange av oss som jobber med,klima,pleier <c3><a5> si n<c3><a5>r ting g<c3><a5>r bra Det,klima*
doc_3020,276,276,fortsatt transport en av de st<c3><b8>rste kildene til,klimagassutslipp,Elbilene alene kan ikke l<c3><b8>se dette det m<c3><a5>,klima*
doc_3021,26,26,bio<c3><b8>konomi som s<c3><b8>rger for <c3><b8>kt verdiskaping reduksjon i,klimagassutslipp,og god utnyttelse av ressursene Biogass b<c3><b8>r derfor,klima*
doc_3022,329,329,bruk av naturgass ha en positiv effekt p<c3><a5>,klimaet,og v<c3><a6>re en n<c3><b8>dvendig bro over til et,klima*
doc_3022,357,357,om en klargj<c3><b8>ring rundt drivstoffhierarkiet slik at biogassens,klimanytte,og fortreffelighet kommer godt fram og framstilles p<c3><a5>,klima*
doc_3023,49,49,et kostnadseffektivt og viktig bidrag til <c3><a5> redusere,klimagassutslippene,samtidig som det gir en god utnyttelse av,klima*
doc_3024,15,15,er avgj<c3><b8>rende for <c3><a5> kunne kutte utslippene av,klimagasser,I Tr<c3><b8>ndelag p<c3><a5> tomta der det for <c3><a5>r,klima*
doc_3024,52,52,biogassdrivstoff p<c3><a5> Skogn i Tr<c3><b8>ndelag Det milj<c3><b8>vennlige og,kliman<c3><b8>ytrale,drivstoffet skal benyttes til <c3><a5> erstatte fossilt drivstoff,klima*
doc_3024,77,77,vil gi et vesentlig bidrag til <c3><a5> kutte,klimagassutslipp,i norsk transportsektor Anlegget vil produsere nok biogass,klima*
doc_3025,13,13,er et kinderegg Det l<c3><b8>ser flere milj<c3><b8>problem samtidig,Klimagassutslippene,reduseres det bidrar til <c3><a5> redusere utslipp av,klima*
doc_3025,282,282,<c3><b8>kt verdiskaping ikke minst innenfor landbruk og havbruk,Klimanytten,ved norsk biogassproduksjon kan overstige pst dersom den,klima*
doc_3025,407,407,er det sv<c3><a6>rt viktig <c3><a5> f<c3><a5> klargjort hvordan,klimanytten,til biogass framstilles i drivstoffhierarkiet,klima*
doc_3026,99,99,at Stortinget ber regjeringa klargjere drivstoffhierarkiet s<c3><a5>nn at,klimanytta,til biogassbilar blir framstilt p<c3><a5> ein riktig m<c3><a5>te,klima*
doc_3028,7,7,Statsr<c3><a5>d Ola Elvestuen Regjeringen vil redusere,klimagassutslippene,i Norge med pst fram mot sammen med,klima*
doc_3028,59,59,til Biogass har en rekke fordeler for b<c3><a5>de,klima,og milj<c3><b8> og vil v<c3><a6>re <c3><a9>n av l<c3><b8>sningene,klima*
doc_3028,329,329,fyllestasjon for biogass Denne var finansiert av bl.a,klimasatsmidler,fra Milj<c3><b8>direktoratet Det er ogs<c3><a5> vist til Biokrafts,klima*
doc_3028,401,401,er allerede varslet i Nasjonal transportplan og i,klimastrategimeldingen,at det skal utarbeides en nasjonal plan for,klima*
doc_3028,427,427,p<c3><a5> biogass ble ytterligere styrket da Stortinget behandlet,klimastrategimeldingen,I innstillingen til meldingen framg<c3><a5>r det at regjeringen,klima*
doc_3028,563,563,sj<c3><a5>f<c3><b8>ren har intensjon om dette Biogass er et,klimavennlig,og godt alternativt drivstoff i offentlige anskaffelser s<c3><a6>rlig,klima*
doc_3028,586,586,egenskaper enn elektrisitet og hydrogen men kan som,klimatiltak,p<c3><a5> mange omr<c3><a5>der likestilles med disse Derfor ble,klima*
doc_3029,111,111,biogass med tilh<c3><b8>rende positive effekter p<c3><a5> milj<c3><b8> og,klima,If<c3><b8>lge ASKO ville biogasskj<c3><b8>ret<c3><b8>y v<c3><a6>re l<c3><b8>nnsomme i drift,klima*
doc_3030,43,43,l<c3><b8>st forslag her i dag om en <c2><ab>,klimaklasse,<c2><bb> som kunne gjelde for lastebiler som alle,klima*
doc_3030,98,98,regjeringen innf<c3><b8>re fritak fra bompenger for en <c2><ab>,klimaklasse,<c2><bb> som inkluderer biogasslastebiler og andre alternative drivlinjer,klima*
doc_3031,186,186,er et syn jeg forst<c3><a5>r ogs<c3><a5> deles av,Klima,og milj<c3><b8>departementet Noen kommuner har hatt en praksis,klima*
doc_3031,197,197,Noen kommuner har hatt en praksis som if<c3><b8>lge,Klima,og milj<c3><b8>departementet strekker skj<c3><b8>nnsrommet som det gis <c3><a5>pning,klima*
doc_3032,67,67,<c3><a5> bruke motoriserte kj<c3><b8>ret<c3><b8>y i naturen Jeg tror,klima,og milj<c3><b8>ministeren har helt rett n<c3><a5>r han sier,klima*
doc_3033,11,11,H ordf<c3><b8>rer for saken I denne proposisjonen foresl<c3><a5>r,Klima,og milj<c3><b8>departementet <c3><a5> endre lov av juni om,klima*
doc_3038,158,158,<c3><a5> teste ut nye innovasjoner p<c3><a5> milj<c3><b8> og,klimateknologi,Forslaget har v<c3><a6>rt p<c3><a5> bred h<c3><b8>ring Norske skipsverft,klima*
doc_3038,218,218,og teste ut nye innovasjoner p<c3><a5> milj<c3><b8> og,klimateknologi,Nybyggingsstatistikken for ordrer over mill kr viser hvor,klima*
doc_3039,334,334,fra vei til sj<c3><b8> og for <c3><a5> redusere,klima,og milj<c3><b8>skadelige utslipp fra n<c3><a6>rskipsfartsfl<c3><a5>ten En fl<c3><a5>tefornyelse kan,klima*
doc_3039,355,355,<c3><a5> teste ut nye innovasjoner p<c3><a5> milj<c3><b8> og,klimateknologisiden,En midlertidig toppfinansieringsordning for n<c3><a6>rskipsfarten f.eks gjennom GIEK,klima*
doc_3043,167,167,ettersp<c3><b8>rselen etter nordiske l<c3><b8>sninger f.eks innen likestilling og,klima,er st<c3><b8>rre og bredere enn noen gang Norden,klima*
doc_3045,245,245,er stort i m<c3><b8>te med <c3><b8>kt globalisering strengere,klima,og milj<c3><b8>politikk nye forretningsmodeller digitalisering ny teknologi og,klima*
doc_3045,557,557,<c3><a5> ta en ledende rolle bl.a energi arbeidsmarked,klima,og milj<c3><b8> og mattrygghet Nordisk samarbeid handler ogs<c3><a5>,klima*
doc_3046,327,327,st<c3><b8>tte opp om dette om de enkelte lands,klimam<c3><a5>l,det gr<c3><b8>nne skiftet og FNs b<c3><a6>rekraftsm<c3><a5>l Regjeringen <c3><b8>nsker,klima*
doc_3048,364,364,vil om kort tid revolusjonere luftfartens milj<c3><b8> og,klimaavtrykk,i transportsektoren Det vil ogs<c3><a5> senke kostnadene til,klima*
doc_3049,175,175,en har en hensikt med det f.eks av,klimahensyn,Derfor er SV enig med forslagsstillerne n<c3><a5>r de,klima*
doc_3049,191,191,de skriver <c2><ab> Dette kunne vore eit bra,klimatiltak,der andre transportformer var konkurransedyktige p<c3><a5> reisetid men,klima*
doc_3049,275,275,i seg vurderinger av milj<c3><b8>hensyn og hensynet til,klimagassutslippene,S<c3><a5>nn sett peker alts<c3><a5> dette forslaget bare p<c3><a5>,klima*
doc_3049,318,318,seg en litt st<c3><b8>rre bredde som ogs<c3><a5> innbefatter,klimahensyn,SV vil ha et avgiftssystem for flytrafikk som,klima*
doc_3049,409,409,generelt er et viktig bidrag til <c3><a5> n<c3><a5>,klimam<c3><a5>lene,v<c3><a5>re <e2><80><93> som alts<c3><a5> alle her i salen,klima*
doc_3049,432,432,Derfor m<c3><a5> enhver avgiftsendring i flytrafikken ogs<c3><a5> vektlegge,klimaeffektene,s<c3><a5>nn at endring vil sikre innfasing av mer,klima*
doc_3050,189,189,s<c3><a5> mye som vi gj<c3><b8>r p<c3><a5> grunn av,klimagassutslippene,og de milj<c3><b8>utfordringene som vi har med fly,klima*
doc_3052,84,84,S<c3><a5> til den andre delen <e2><80><93> milj<c3><b8> og,klimadelen,Jeg har nesten ikke registrert at de ordene,klima*
doc_3052,203,203,problem med den store flytrafikken med hensyn til,klimaansvaret,v<c3><a5>rt Jeg synes det er underlig at en,klima*
doc_3052,250,250,transport som st<c3><a5>r for rundt en tredel av,klimagassutslippene,<e2><80><93> og at flyene kanskje er en av,klima*
doc_3053,13,13,Arne N<c3><a6>vra snakker mye om at det mangler,klimaengasjement,og milj<c3><b8>engasjement i denne salen Jeg kan da,klima*
doc_3053,51,51,helt avgj<c3><b8>rende for om vi faktisk f<c3><a5>r ned,klimagassutslippene,Venstre er en p<c3><a5>driver i den saken Jeg,klima*
doc_3054,50,50,forslagsstillerne sagt noe om S<c3><a5> tok SV opp,klima,og da bare h<c3><a5>per jeg at vi fra,klima*
doc_3054,72,72,lytte mer til hverandres innlegg for jeg nevnte,klima,ganske mye i mitt innlegg Jeg nevnte bl.a,klima*
doc_3054,215,215,dagens regjering ikke bryr seg om milj<c3><b8> og,klima,mens man angivelig gjorde det under forrige regjering,klima*
doc_3056,46,46,reisetiden med tog n<c3><a5> er altfor lang Av,klimahensyn,m<c3><a5> det v<c3><a6>re et m<c3><a5>l <c3><a5> f<c3><a5> flest,klima*
doc_3057,98,98,n<c3><a5>r det gjelder Norges muligheter til <c3><a5> n<c3><a5>,klimam<c3><a5>lene,som er nedfelt i Parisavtalen Transportbehovet er stort,klima*
doc_3058,235,235,flere <c3><a5>r gj<c3><b8>r det vanskelig <c3><a5> n<c3><a5> nasjonale,klimam<c3><a5>l,og utfordrer Oslo spesielt Oslopakke utfordres p<c3><a5> <c3><b8>konomi,klima*
doc_3060,632,632,det r<c3><b8>d-gr<c3><b8>nne byr<c3><a5>det i Oslo har satt ambisi<c3><b8>se,klimam<c3><a5>l,var de s<c3><a5> ambisi<c3><b8>se at de var innfridd,klima*
doc_3061,335,335,uansvarlighet og litt om hva man tenker om,klima,byluft osv Men det er alts<c3><a5> en oppfordring,klima*
doc_3062,493,493,tog kan konkurrere med en firefelts motorvei og,klimam<c3><a5>l,og m<c3><a5>lene i Milj<c3><b8>pakke Trondheim utfordres i s<c3><a6>rdeleshet,klima*
doc_3064,61,61,firefelts motorveier som bidrar til <c3><b8>kt biltrafikk <c3><b8>kte,klimagassutslipp,og nedbygging av natur og matjord Det er,klima*
doc_3065,280,280,forbedre innbyggernes livskvalitet lage bedre tjenester og redusere,klima,og milj<c3><b8>problemer Komiteen merker seg at regjeringen forel<c3><b8>pig,klima*
doc_3067,126,126,forbedre innbyggernes livskraft lage bedre tjenester og redusere,klima,og milj<c3><b8>problemene For det andre er det viktig,klima*
doc_3067,342,342,enn tidligere til <c3><a5> realisere et effektivt og,klimavennlig,transportsystem Det viser seg at de viktigste trendene,klima*
doc_3068,191,191,regjeringen fikk til med en ordning f.eks innenfor,Klimasats,alts<c3><a5> klimatiltak ute i kommunene en bel<c3><b8>nningsordning er,klima*
doc_3068,193,193,til med en ordning f.eks innenfor Klimasats alts<c3><a5>,klimatiltak,ute i kommunene en bel<c3><b8>nningsordning er en typisk,klima*
doc_3069,195,195,innbyggernes tjenester Digital teknologi brukes til <c3><a5> redusere,klima,og milj<c3><b8>problemene og til <c3><a5> f<c3><a5> mer effektive,klima*
doc_3069,445,445,utfordringene knyttet til bl.a trafikksikkerhet kapasitet milj<c3><b8> og,klima,trenger vi <c3><a5> modernisere transportsystemet For eksempel vil,klima*
doc_3070,66,66,har Noreg i mange <c3><a5>r forplikta seg til,klimareduksjonar,Likevel aukar CO utsleppa fr<c3><a5> godstransport p<c3><a5> veg,klima*
doc_3071,70,70,har samla seg om at vi har eit,klimaproblem,at vi m<c3><a5> gjere noko med det og,klima*
doc_3072,401,401,strekningene m<c3><a5> bane og sj<c3><b8> bli mer konkurransedyktig,Klimaavtalen,i Paris klimaforliket i Stortinget og andre klimapolitiske,klima*
doc_3072,404,404,og sj<c3><b8> bli mer konkurransedyktig Klimaavtalen i Paris,klimaforliket,i Stortinget og andre klimapolitiske forpliktelser inneb<c3><a6>rer at,klima*
doc_3072,409,409,Klimaavtalen i Paris klimaforliket i Stortinget og andre,klimapolitiske,forpliktelser inneb<c3><a6>rer at vi i fellesskap m<c3><a5> ta,klima*
doc_3072,425,425,ta et betydelig ansvar for <c3><a5> redusere v<c3><a5>rt,klimaavtrykk,Transportsektoren m<c3><a5> ta sin del Jeg mener Riksrevisjonen,klima*
doc_3075,240,240,er viktigere enn jernbane sykehus forsvar tiltak mot,klimaendringer,Jeg vet ikke hva som egentlig er ment,klima*
doc_3076,114,114,rette vedkommende Sp<c3><b8>rsm<c3><a5>l fra representanten Sandra Borch til,klima,og milj<c3><b8>ministeren er trukket tilbake,klima*
doc_3077,48,48,<c3><a5> fortelle at integrering skjer best i et,klima,der man snakker respektfullt om hverandre og det,klima*
doc_3083,53,53,positiv utvikling n<c3><a5>r det gjelder b<c3><a5>de milj<c3><b8> og,klima,Men denne saken handler ikke om endrete regler,klima*
doc_3085,40,40,rundt selskapers b<c3><a6>rekraft innsats for milj<c3><b8>et innsats for,klima,og samfunn og vektleggingen av og rapporteringen p<c3><a5>,klima*
doc_3085,70,70,en annen anledning opptatt av rapportering knyttet til,klimarisiko,S<c3><a5> jeg mener at man her g<c3><a5>r noen,klima*
